Date and Time	New York	Mexico City	Sao Paulo
1/3/2022 0:00	6.751818075	20.38540199	35.49623149
1/3/2022 1:00	11.25770623	20.30458984	39.73965817
1/3/2022 2:00	14.30301476	27.86469135	30.31407421
1/3/2022 3:00	6.241517193	28.20593803	38.08558355
1/3/2022 4:00	5.58425472	26.20092518	37.17987892
1/3/2022 5:00	6.983673239	22.47974219	34.93656135
1/3/2022 6:00	9.567534104	29.27098527	33.80769505
1/3/2022 7:00	11.40353882	27.6320193	38.25022992
1/3/2022 8:00	6.652290249	22.71787237	37.27933254
1/3/2022 9:00	6.32765532	28.70476982	30.89387491
1/3/2022 10:00	6.312912444	22.96089955	38.73329475
1/3/2022 11:00	13.81920283	25.95290261	36.8278947
1/3/2022 12:00	12.62411749	28.42019577	32.81949598
1/3/2022 13:00	11.90928415	25.22107183	34.80699117
1/3/2022 14:00	11.77693294	29.90932733	33.15282157
1/3/2022 15:00	7.719659959	20.85853888	34.15674553
1/3/2022 16:00	14.85032003	27.5154625	32.6020774
1/3/2022 17:00	6.753014847	26.85032755	32.91413683
1/3/2022 18:00	11.70168103	29.90845068	39.62359137
1/3/2022 19:00	5.078182019	25.7253658	30.04240549
1/3/2022 20:00	9.931163974	26.89699446	31.80350425
1/3/2022 21:00	12.28368277	27.26273168	36.48638289
1/3/2022 22:00	11.61342996	29.6811225	30.1259365
1/3/2022 23:00	14.82506222	24.7431416	34.63720373
1/4/2022 0:00	5.931008025	24.88607906	32.06356482
1/4/2022 1:00	12.09837887	21.50579417	37.11771456
1/4/2022 2:00	10.46627063	22.69903905	38.18470339
1/4/2022 3:00	7.532332313	27.82899213	39.85738969
1/4/2022 4:00	13.58559677	25.21222201	33.16280359
1/4/2022 5:00	9.745427743	21.39211307	36.36918409
1/4/2022 6:00	5.174645433	23.24393968	33.46126308
1/4/2022 7:00	12.36833724	27.21133066	34.2288831
1/4/2022 8:00	14.51949913	25.48572358	38.04951956
1/4/2022 9:00	12.85103347	26.83784919	35.68477956
1/4/2022 10:00	9.629039183	29.59604478	38.31910951
1/4/2022 11:00	5.991539787	27.06034059	38.49625521
1/4/2022 12:00	10.31308652	21.50483798	30.85511072
1/4/2022 13:00	10.23128147	22.84276186	31.92561774
1/4/2022 14:00	14.28822939	26.15658873	38.76777319
1/4/2022 15:00	10.59810676	29.4585476	34.02300699
1/4/2022 16:00	10.71065307	28.50632558	30.9815737
1/4/2022 17:00	12.44711021	20.83013807	34.42319542
1/4/2022 18:00	9.74018895	24.16478563	38.94189591
1/4/2022 19:00	14.13218123	28.69258128	39.08828674
1/4/2022 20:00	10.28242813	29.65324605	32.16646049
1/4/2022 21:00	8.872524731	27.43394765	37.40208892
1/4/2022 22:00	7.815143504	21.03776638	39.80300926
1/4/2022 23:00	13.2763744	23.01735617	36.67132076
1/5/2022 0:00	13.18700291	21.74993486	34.11904707
1/5/2022 1:00	14.02749801	21.24034456	35.33538303
1/5/2022 2:00	10.58832567	20.06007759	32.10062439
1/5/2022 3:00	11.32237046	28.85079547	33.67750441
1/5/2022 4:00	12.02399007	23.82750936	33.38269226
1/5/2022 5:00	11.2923568	28.1342025	39.46248868
1/5/2022 6:00	13.87056884	29.87021232	34.37115159
1/5/2022 7:00	9.677425093	29.764145	34.76370224
1/5/2022 8:00	5.690361121	29.99723412	37.68641931
1/5/2022 9:00	14.75351349	20.45223684	36.2126429
1/5/2022 10:00	7.753739047	29.93422428	36.47070725
1/5/2022 11:00	13.45955891	23.64076224	37.80566622
1/5/2022 12:00	10.88860191	29.68045564	35.19168576
1/5/2022 13:00	7.873439427	20.56590596	35.65899547
1/5/2022 14:00	10.59806001	21.99556972	39.46734103
1/5/2022 15:00	8.08608423	27.52661218	31.82142744
1/5/2022 16:00	13.81168801	20.48132122	32.17147954
1/5/2022 17:00	9.580468794	23.95226458	37.53165975
1/5/2022 18:00	7.685426191	22.81791168	32.65608622
1/5/2022 19:00	11.33941052	23.85961733	33.85471729
1/5/2022 20:00	9.87430941	26.59302959	38.45558158
1/5/2022 21:00	11.25392511	23.97732105	38.25714194
1/5/2022 22:00	8.097312049	24.36617895	31.68846018
1/5/2022 23:00	10.41970621	27.04608183	32.77100036
1/6/2022 0:00	12.80694775	28.33522815	39.88524096
1/6/2022 1:00	12.58414581	28.51105855	39.43521678
1/6/2022 2:00	5.182599239	29.75665348	34.70991542
1/6/2022 3:00	14.37189742	29.10670461	32.81267685
1/6/2022 4:00	9.126370693	22.45120613	39.23080545
1/6/2022 5:00	6.393456817	22.285513	32.44417262
1/6/2022 6:00	13.73105431	29.48107335	32.01218508
1/6/2022 7:00	11.74974621	24.37812534	38.35760589
1/6/2022 8:00	10.82558195	26.77312025	35.35060959
1/6/2022 9:00	7.7068829	20.64432895	30.82243856
1/6/2022 10:00	12.09034242	22.01346692	31.40702861
1/6/2022 11:00	8.061639382	25.75152127	32.4453024
1/6/2022 12:00	6.404383579	24.8102899	38.30618766
1/6/2022 13:00	13.22552839	29.42878228	35.93974649
1/6/2022 14:00	5.871422951	22.36820181	32.30613443
1/6/2022 15:00	14.13347907	27.56075925	37.76363506
1/6/2022 16:00	5.833709158	29.95971256	35.14220842
1/6/2022 17:00	7.111393655	25.14873212	38.97437583
1/6/2022 18:00	5.03517573	24.70087449	31.59197081
1/6/2022 19:00	6.985483083	23.50317114	37.4166202
1/6/2022 20:00	8.144817978	21.43817178	38.34623433
1/6/2022 21:00	5.446334469	24.17113993	35.98727782
1/6/2022 22:00	11.11663639	21.62053834	37.8845469
1/6/2022 23:00	5.487448812	28.23538262	39.89776921
